customer_id,signup_date,acquisition_channel,city,gender,age,senior_citizen,plan,contract_type,payment_method,paperless_billing,addon_count,monthly_charge,is_verified,is_activated,tenure_months,monthly_logins,last_active_date,total_revenue,churn_date,is_churned
CUST-102930,2025-12-02,Paid Search,Delhi,Female,50,0,Standard,Monthly,UPI,Yes,0,507.0,0,0,5,11.0,2026-05-29,2535.0,,0
CUST-102931,2024-07-03,Organic Search,Pune,Male,38,0,Standard,Monthly,Wallet,Yes,0,487.0,1,1,3,17.0,2024-10-01,1461.0,2024-10-01,1
CUST-102932,2026-02-16,Paid Search,Ahmedabad,Female,52,0,Basic,Annual,Credit Card,Yes,3,383.0,1,1,3,27.0,2026-05-11,1149.0,,0
CUST-102933,2025-01-29,Affiliate,Hyderabad,Male,27,0,Premium,Annual,Credit Card,Yes,2,903.0,1,1,16,18.0,2026-05-25,14448.0,,0
CUST-102934,2026-01-23,Paid Search,Chennai,Female,55,0,Standard,Monthly,UPI,Yes,2,634.0,1,0,4,10.0,2026-05-09,2536.0,,0
CUST-102935,2025-02-25,Paid Social,Ahmedabad,Male,18,0,Basic,Monthly,Debit Card,No,2,308.0,1,0,15,24.0,2026-05-19,4620.0,,0
CUST-102936,2024-10-19,Paid Social,Ahmedabad,Male,25,0,Standard,Annual,Debit Card,No,2,616.0,1,1,19,20.0,2026-05-22,11704.0,,0
CUST-102937,2024-08-17,Organic Search,Mumbai,Female,65,1,Standard,Monthly,Debit Card,No,2,615.0,1,1,21,6.0,2026-05-25,12915.0,,0
CUST-102938,2026-01-12,Organic Search,Ahmedabad,Male,42,0,Basic,Two-Year,UPI,Yes,2,298.0,1,1,4,10.0,2026-05-06,1192.0,,0
CUST-102939,2024-06-19,Organic Search,Surat,Male,46,0,Standard,Annual,Wallet,Yes,1,575.0,1,1,23,21.0,2026-05-20,13225.0,,0
CUST-102940,2025-09-10,Email,Pune,Female,38,0,Standard,Monthly,Credit Card,No,0,518.0,1,0,8,18.0,2026-05-13,4144.0,,0
CUST-102941,2025-08-15,Organic Search,Pune,Male,51,0,Basic,Annual,Net Banking,Yes,2,317.0,1,1,9,29.0,2026-05-09,2853.0,,0
CUST-102942,2024-11-21,Affiliate,Jaipur,Female,56,0,Premium,Monthly,UPI,Yes,3,968.0,1,1,18,19.0,2026-05-02,17424.0,,0
CUST-102943,2025-12-04,Organic Search,Chennai,Female,58,0,Premium,Monthly,Credit Card,No,3,975.0,1,0,5,16.0,2026-05-19,4875.0,,0
CUST-102944,2025-03-02,Paid Social,Chennai,Female,30,0,Basic,Two-Year,Wallet,Yes,0,191.0,1,1,14,20.0,2026-05-15,2674.0,,0
CUST-102945,2026-01-02,Paid Social,Delhi,Male,50,0,Basic,Annual,Debit Card,Yes,3,379.0,0,0,4,16.0,2026-05-14,1516.0,,0
CUST-102946,2025-02-07,Paid Social,Delhi,Female,58,0,Premium,Monthly,UPI,No,0,794.0,1,1,15,8.0,2026-05-07,11910.0,,0
CUST-102947,2025-12-21,Referral,Delhi,Female,39,0,Basic,Annual,Debit Card,No,0,185.0,1,1,5,18.0,2026-05-21,925.0,,0
CUST-102948,2025-04-14,Email,Delhi,Male,37,0,Premium,Monthly,UPI,No,3,,1,1,13,23.0,2026-05-28,12948.0,,0
CUST-102949,2025-05-01,Affiliate,Delhi,Female,50,0,Basic,Annual,UPI,No,0,196.0,1,0,12,20.0,2026-05-14,2352.0,,0
CUST-102950,2026-02-06,Organic Search,Mumbai,Female,47,0,Standard,Two-Year,UPI,Yes,1,588.0,1,1,3,20.0,2026-05-30,1764.0,,0
CUST-102951,2024-08-11,Referral,Delhi,Male,31,0,Standard,Annual,UPI,Yes,2,621.0,1,1,21,14.0,2026-05-16,13041.0,,0
CUST-102952,2025-03-28,Organic Search,Bengaluru,Male,67,1,Basic,Monthly,UPI,Yes,0,193.0,1,1,9,12.0,2025-12-23,1737.0,2025-12-23,1
CUST-102953,2024-07-02,Affiliate,Delhi,Female,47,0,Standard,Monthly,Debit Card,Yes,0,495.0,1,1,22,16.0,2026-05-26,10890.0,,0
CUST-102954,2024-07-10,Paid Search,Mumbai,Male,47,0,Basic,Two-Year,Debit Card,No,1,253.0,1,1,22,28.0,2026-05-27,5566.0,,0
CUST-102955,2024-09-08,Paid Social,Delhi,Female,28,0,Basic,Monthly,UPI,Yes,3,377.0,1,0,20,25.0,2026-05-24,7540.0,,0
CUST-102956,2025-11-20,Organic Search,Bengaluru,Male,53,0,Basic,Two-Year,Credit Card,Yes,3,382.0,1,0,6,24.0,2026-05-28,2292.0,,0
CUST-102957,2025-12-24,Organic Search,Hyderabad,Male,65,1,Basic,Monthly,Credit Card,No,1,242.0,1,0,5,19.0,2026-05-06,1210.0,,0
CUST-102958,2025-12-26,Organic Search,Hyderabad,Female,55,0,Basic,Monthly,Wallet,Yes,1,244.0,1,1,5,25.0,2026-05-21,1220.0,,0
CUST-102959,2026-05-25,Affiliate,Mumbai,Female,44,0,Basic,Monthly,Net Banking,Yes,0,211.0,1,1,0,5.0,2026-05-24,211.0,,0
CUST-102960,2025-07-23,Referral,Ahmedabad,M,51,0,Basic,Monthly,Wallet,No,1,267.0,1,1,10,19.0,2026-05-14,2670.0,,0
CUST-102961,2024-10-23,Email,Delhi,Female,30,0,Basic,Monthly,Net Banking,Yes,3,355.0,1,1,19,11.0,2026-05-28,6745.0,,0
CUST-102962,2025-05-13,Organic Search,Mumbai,Male,21,0,Basic,Monthly,Debit Card,No,0,207.0,1,1,12,16.0,2026-05-14,2484.0,,0
CUST-102963,2025-07-09,Paid Search,Delhi,Male,51,0,Premium,Two-Year,UPI,Yes,0,812.0,1,0,10,14.0,2026-05-29,8120.0,,0
CUST-102964,2025-12-15,Organic Search,Surat,Male,27,0,Basic,Monthly,Net Banking,Yes,1,263.0,1,0,5,26.0,2026-05-30,1315.0,,0
CUST-102965,2025-05-14,Paid Search,Mumbai,Male,22,0,Standard,Annual,Debit Card,Yes,0,474.0,1,1,12,26.0,2026-05-28,5688.0,,0
CUST-102966,2024-06-17,Paid Social,Delhi,Female,58,0,Basic,Monthly,UPI,Yes,3,359.0,1,0,23,34.0,2026-05-13,8257.0,,0
CUST-102967,2026-02-01,Paid Social,Hyderabad,Male,40,0,Basic,Annual,UPI,Yes,3,378.0,1,1,3,21.0,2026-05-12,1134.0,,0
CUST-102968,2025-07-31,Paid Search,Bengaluru,Male,62,1,Basic,Monthly,Credit Card,No,1,287.0,1,1,10,20.0,2026-05-28,2870.0,,0
CUST-102969,2024-08-18,Organic Search,Ahmedabad,Male,63,1,Basic,Two-Year,UPI,Yes,0,191.0,1,1,21,17.0,2026-05-20,4011.0,,0
CUST-102970,2026-04-25,Paid Social,Mumbai,Female,24,0,Standard,Monthly,Wallet,Yes,2,628.0,0,0,1,24.0,2026-05-06,628.0,,0
CUST-102971,2025-04-25,Paid Search,Jaipur,Female,57,0,Standard,Monthly,UPI,Yes,1,549.0,1,0,13,17.0,2026-05-26,7137.0,,0
CUST-102972,2026-01-01,Organic Search,Ahmedabad,Male,35,0,Basic,Monthly,UPI,No,0,224.0,1,1,4,9.0,2026-05-27,896.0,,0
CUST-102973,2025-11-13,Email,Pune,Male,54,0,Basic,Monthly,UPI,Yes,1,260.0,1,1,4,6.0,2026-03-13,1040.0,2026-03-13,1
CUST-102974,2024-12-18,Paid Search,Chennai,Female,20,0,Premium,Monthly,Credit Card,Yes,3,961.0,1,0,17,28.0,2026-05-30,16337.0,,0
CUST-102975,2026-03-15,Affiliate,Mumbai,Male,42,0,Basic,Annual,Debit Card,No,0,187.0,1,0,2,17.0,2026-05-24,374.0,,0
CUST-102976,2026-03-31,Paid Search,Hyderabad,Female,50,0,Standard,Monthly,Credit Card,No,3,666.0,1,1,2,23.0,2026-05-30,1332.0,2026-05-30,1
CUST-102977,2026-04-17,Referral,Mumbai,Female,41,0,Standard,Annual,UPI,Yes,0,501.0,1,0,1,28.0,2026-05-03,501.0,,0
CUST-102978,2024-10-26,Referral,Mumbai,Female,46,0,Basic,Monthly,Wallet,Yes,1,249.0,1,1,19,20.0,2026-05-08,4731.0,,0
CUST-102979,2024-09-09,Affiliate,Delhi,Male,18,0,Basic,Annual,UPI,Yes,0,192.0,1,1,12,6.0,2025-09-04,2304.0,2025-09-04,1
CUST-102980,2025-07-04,Paid Search,Surat,Male,18,0,Basic,Monthly,UPI,Yes,2,348.0,1,1,10,12.0,2026-05-27,3480.0,,0
CUST-102981,2024-11-27,Paid Social,Mumbai,Male,49,0,Standard,Annual,UPI,No,1,550.0,1,1,18,24.0,2026-05-04,9900.0,,0
CUST-102982,2025-08-30,Organic Search,Ahmedabad,Male,39,0,Premium,Two-Year,Credit Card,Yes,2,922.0,1,1,9,26.0,2026-05-15,8298.0,,0
CUST-102983,2025-10-05,Paid Search,Jaipur,Male,48,0,Basic,Monthly,Credit Card,Yes,3,375.0,1,1,7,37.0,2026-05-04,2625.0,,0
CUST-102984,2024-06-25,Organic Search,Mumbai,Female,36,0,Premium,Monthly,Debit Card,Yes,3,978.0,1,1,23,23.0,2026-05-15,22494.0,,0
CUST-102985,2025-12-08,Organic Search,Kolkata,Male,18,0,Basic,Annual,UPI,Yes,2,329.0,0,0,5,34.0,2026-05-10,1645.0,,0
CUST-102986,2024-09-01,Organic Search,Pune,Male,54,0,Basic,Monthly,Net Banking,Yes,1,226.0,1,1,20,11.0,2026-05-19,4520.0,,0
CUST-102987,2025-07-23,Paid Search,Bengaluru,Male,25,0,Standard,Monthly,UPI,Yes,2,621.0,1,0,10,14.0,2026-05-31,6210.0,,0
CUST-102988,2025-07-02,Organic Search,Hyderabad,Male,58,0,Premium,Monthly,UPI,No,2,913.0,1,1,2,11.0,2025-08-31,1826.0,2025-08-31,1
CUST-102989,2024-06-14,Paid Search,Hyderabad,Female,18,0,Standard,Monthly,Debit Card,Yes,2,622.0,1,1,23,22.0,2026-05-13,14306.0,,0
CUST-102990,2024-10-10,Referral,Ahmedabad,Male,66,1,Standard,Two-Year,Debit Card,No,2,616.0,1,0,19,30.0,2026-05-28,11704.0,,0
CUST-102991,2025-06-29,Affiliate,Surat,Female,31,0,Standard,Monthly,Wallet,Yes,3,676.0,1,0,11,18.0,2026-05-21,7436.0,,0
CUST-102992,2025-04-02,Paid Social,Jaipur,Female,64,1,Premium,Monthly,Credit Card,No,2,923.0,0,0,13,10.0,2026-05-30,11999.0,,0
CUST-102993,2025-05-12,Paid Search,Kolkata,Male,18,0,Premium,Monthly,UPI,Yes,2,911.0,1,1,12,26.0,2026-05-28,10932.0,,0
CUST-102994,2025-10-28,Paid Search,Pune,Female,41,0,Standard,Monthly,Wallet,Yes,0,529.0,1,0,7,12.0,2026-05-25,3703.0,,0
CUST-102995,2025-10-16,Paid Social,Bengaluru,Male,39,0,Standard,Annual,Credit Card,Yes,3,665.0,0,0,7,27.0,2026-05-23,4655.0,,0
CUST-102996,2025-08-30,Paid Search,Bengaluru,Male,26,0,Standard,Annual,Debit Card,No,0,521.0,1,0,9,17.0,2026-05-03,4689.0,,0
CUST-102997,2025-11-19,Organic Search,Ahmedabad,Female,42,0,Premium,Two-Year,UPI,Yes,2,900.0,1,1,6,21.0,2026-05-02,5400.0,,0
CUST-102998,2026-02-28,Email,Bengaluru,Female,29,0,Standard,Monthly,UPI,No,0,495.0,1,0,3,28.0,2026-05-20,1485.0,,0
CUST-102999,2024-11-01,Organic Search,Pune,Male,40,0,Basic,Monthly,Wallet,Yes,2,324.0,1,1,18,13.0,2026-05-11,5832.0,,0
CUST-103000,2026-04-03,Affiliate,Pune,Male,37,0,Premium,Monthly,Wallet,No,1,845.0,1,0,1,16.0,2026-05-03,845.0,,0
CUST-103001,2025-05-09,Paid Search,Delhi,Male,28,0,Standard,Annual,Wallet,No,0,484.0,1,1,12,22.0,2026-05-22,5808.0,,0
CUST-103002,2026-04-07,Organic Search,Bengaluru,Male,59,0,Standard,Annual,Net Banking,Yes,3,675.0,1,1,1,31.0,2026-05-28,675.0,,0
CUST-103003,2025-09-09,Referral,Pune,Female,45,0,Standard,Annual,Credit Card,No,3,692.0,1,1,8,16.0,2026-05-27,5536.0,,0
CUST-103004,2025-03-14,Organic Search,Delhi,Male,61,1,Basic,Two-Year,Credit Card,Yes,1,260.0,1,1,14,23.0,2026-05-15,3640.0,,0
CUST-103005,2024-07-03,Referral,Surat,Female,60,1,Basic,Monthly,UPI,Yes,1,287.0,1,1,22,16.0,2026-05-12,6314.0,,0
CUST-103006,2024-08-28,Paid Search,Hyderabad,Female,31,0,Basic,Two-Year,Net Banking,Yes,2,327.0,1,1,21,22.0,2026-05-31,6867.0,,0
CUST-103007,2025-08-28,Organic Search,Ahmedabad,Male,33,0,Premium,Two-Year,Debit Card,Yes,3,972.0,1,1,9,21.0,2026-05-21,8748.0,,0
CUST-103008,2025-09-30,Organic Search,Ahmedabad,Female,67,1,Standard,Monthly,Debit Card,No,3,639.0,1,1,8,17.0,2026-05-26,5112.0,,0
CUST-103009,2024-09-08,Referral,Hyderabad,Female,34,0,Premium,Monthly,UPI,Yes,3,956.0,1,1,20,34.0,2026-05-24,19120.0,,0
CUST-103010,2026-04-01,Paid Social,Delhi,Male,22,0,Basic,Annual,UPI,Yes,0,195.0,1,1,0,24.0,2026-04-01,195.0,2026-04-01,1
CUST-103011,2025-01-26,Affiliate,Chennai,Male,46,0,Premium,Monthly,Net Banking,Yes,0,776.0,1,1,16,7.0,2026-05-14,12416.0,,0
CUST-103012,2025-12-13,Referral,Mumbai,Female,68,1,Basic,Monthly,Wallet,No,0,196.0,1,1,5,13.0,2026-05-18,980.0,,0
CUST-103013,2025-12-16,Referral,Ahmedabad,Female,30,0,Basic,Monthly,Credit Card,No,1,262.0,0,0,5,17.0,2026-05-05,1310.0,,0
CUST-103014,2025-10-22,Paid Social,Delhi,Male,51,0,Premium,Annual,UPI,No,0,795.0,1,1,2,25.0,2025-12-21,1590.0,2025-12-21,1
CUST-103015,2026-03-29,Referral,Hyderabad,Female,35,0,Standard,Two-Year,Wallet,No,3,675.0,1,1,2,15.0,2026-05-23,1350.0,,0
CUST-103016,2026-01-07,Email,Surat,Female,38,0,Premium,Annual,Debit Card,No,2,948.0,1,1,4,17.0,2026-05-14,3792.0,,0
CUST-103017,2024-09-28,Organic Search,Kolkata,Female,41,0,Standard,Two-Year,Debit Card,No,0,500.0,1,1,20,12.0,2026-05-22,10000.0,,0
CUST-103018,2025-03-26,Paid Social,Bengaluru,Male,25,0,Basic,Monthly,Wallet,Yes,3,377.0,0,0,14,5.0,2026-05-23,5278.0,,0
CUST-103019,2025-07-21,Organic Search,Chennai,Male,38,0,Basic,Annual,Debit Card,Yes,2,304.0,1,1,10,8.0,2026-05-24,3040.0,,0
CUST-103020,2025-06-01,Paid Social,Ahmedabad,Female,32,0,Premium,Monthly,Debit Card,No,1,859.0,1,1,9,18.0,2026-02-26,7731.0,2026-02-26,1
CUST-103021,2025-06-17,Referral,Bengaluru,Male,60,1,Standard,Monthly,Debit Card,Yes,1,552.0,1,1,11,12.0,2026-05-09,6072.0,,0
CUST-103022,2024-10-24,Paid Social,Jaipur,Male,29,0,Standard,Two-Year,Credit Card,Yes,2,646.0,0,0,19,22.0,2026-05-13,12274.0,,0
CUST-103023,2026-05-10,Paid Search,Delhi,Female,62,1,Basic,Annual,UPI,No,2,328.0,1,1,0,9.0,2026-05-10,328.0,2026-05-10,1
CUST-103024,2025-10-03,Paid Social,Surat,Male,18,0,Basic,Annual,UPI,Yes,3,400.0,1,1,7,15.0,2026-05-05,2800.0,,0
CUST-103025,2026-01-08,Organic Search,Mumbai,Female,38,0,Premium,Monthly,Debit Card,No,3,982.0,1,1,2,19.0,2026-03-09,1964.0,2026-03-09,1
CUST-103026,2025-02-09,Organic Search,Ahmedabad,Male,31,0,Premium,Monthly,UPI,No,3,998.0,1,1,15,12.0,2026-05-06,14970.0,,0
CUST-103027,2025-09-28,Affiliate,Bengaluru,Female,41,0,Basic,Annual,Wallet,Yes,2,304.0,1,1,8,19.0,2026-05-15,2432.0,,0
CUST-103028,2024-12-12,Paid Search,Kolkata,Male,58,0,Basic,Monthly,Credit Card,No,3,383.0,1,1,17,20.0,2026-05-15,6511.0,,0
CUST-103029,2025-08-05,Paid Social,Delhi,Female,67,1,Basic,Monthly,Debit Card,Yes,1,246.0,0,0,9,13.0,2026-05-05,2214.0,,0
CUST-103030,2024-11-30,Referral,Chennai,Male,55,0,Basic,Annual,UPI,No,3,372.0,1,1,18,14.0,2026-05-06,6696.0,,0
CUST-103031,2026-04-12,Organic Search,Mumbai,Male,44,0,Premium,Monthly,Credit Card,Yes,2,920.0,0,0,1,25.0,2026-05-18,920.0,,0
CUST-103032,2025-06-08,Organic Search,Hyderabad,Female,44,0,Standard,Monthly,UPI,Yes,2,605.0,1,1,11,12.0,2026-05-12,6655.0,,0
CUST-103033,2025-05-25,Organic Search,Bengaluru,Female,69,1,Basic,Monthly,Debit Card,Yes,0,177.0,1,1,12,14.0,2026-05-19,2124.0,,0
CUST-103034,2025-06-29,Email,Mumbai,Male,69,1,Standard,Monthly,UPI,No,3,694.0,1,1,9,21.0,2026-03-26,6246.0,2026-03-26,1
CUST-103035,2024-11-13,Referral,Hyderabad,Male,57,0,Standard,Monthly,Credit Card,No,0,474.0,1,1,18,17.0,2026-05-14,8532.0,,0
CUST-103036,2026-01-24,Paid Search,Hyderabad,Female,26,0,Basic,Monthly,Net Banking,Yes,0,224.0,1,0,4,5.0,2026-05-08,896.0,,0
CUST-103037,2024-12-25,Organic Search,Bengaluru,Female,31,0,Premium,Monthly,Debit Card,No,2,907.0,1,1,15,22.0,2026-03-20,13605.0,2026-03-20,1
CUST-103038,2026-03-31,Organic Search,Mumbai,Male,32,0,Standard,Monthly,Debit Card,No,1,567.0,1,1,1,12.0,2026-04-30,567.0,2026-04-30,1
CUST-103039,2026-01-30,Paid Search,Mumbai,Female,29,0,Basic,Monthly,Debit Card,No,3,388.0,1,1,4,26.0,2026-05-03,1552.0,,0
CUST-103040,2025-01-12,Paid Social,Jaipur,Male,68,1,Premium,Two-Year,Debit Card,Yes,0,782.0,1,0,16,23.0,2026-05-26,12512.0,,0
CUST-103041,2025-07-10,Email,Pune,Female,26,0,Basic,Monthly,UPI,No,2,326.0,1,1,10,21.0,2026-05-08,3260.0,,0
CUST-103042,2025-01-28,Referral,Chennai,Male,62,1,Premium,Annual,UPI,No,0,802.0,1,1,16,14.0,2026-05-30,12832.0,,0
CUST-103043,2024-09-09,Paid Social,Hyderabad,Male,59,0,Standard,Annual,UPI,No,2,628.0,1,1,20,32.0,2026-05-26,12560.0,,0
CUST-103044,2024-12-22,Referral,Chennai,Female,45,0,Premium,Monthly,UPI,Yes,1,877.0,1,1,17,22.0,2026-05-04,14909.0,,0
CUST-103045,2026-02-24,Email,Mumbai,Male,33,0,Basic,Monthly,Credit Card,No,0,211.0,1,1,3,9.0,2026-05-14,633.0,,0
CUST-103046,2025-01-07,Paid Social,Bengaluru,Female,31,0,Basic,Two-Year,Net Banking,Yes,1,246.0,1,1,16,11.0,2026-05-06,3936.0,,0
CUST-103047,2026-04-08,Paid Search,Pune,Male,53,0,Premium,Monthly,Debit Card,Yes,0,797.0,1,1,0,19.0,2026-04-08,797.0,2026-04-08,1
CUST-103048,2025-11-14,Affiliate,Ahmedabad,Male,52,0,Premium,Annual,UPI,Yes,3,967.0,1,1,6,21.0,2026-05-28,5802.0,,0
CUST-103049,2025-04-22,Organic Search,Mumbai,Female,46,0,Premium,Annual,Net Banking,No,1,850.0,1,0,13,11.0,2026-05-15,11050.0,,0
CUST-103050,2025-09-02,Affiliate,Pune,Female,47,0,Basic,Annual,Credit Card,No,0,206.0,0,0,8,16.0,2026-05-31,1648.0,,0
CUST-103051,2026-03-06,Organic Search,Kolkata,Male,60,1,Standard,Monthly,UPI,Yes,3,688.0,1,1,2,14.0,2026-05-12,1376.0,,0
CUST-103052,2024-07-27,Paid Search,Pune,Female,57,0,Basic,Monthly,UPI,No,2,328.0,1,1,22,21.0,2026-05-19,7216.0,,0
CUST-103053,2026-01-06,Referral,Ahmedabad,Male,57,0,Basic,Monthly,Net Banking,Yes,1,263.0,1,1,4,20.0,2026-05-28,1052.0,,0
CUST-103054,2025-07-23,Paid Search,Surat,Female,32,0,Standard,Annual,Debit Card,Yes,1,566.0,1,1,10,13.0,2026-05-23,5660.0,,0
CUST-103055,2026-05-15,Paid Search,Mumbai,Male,21,0,Standard,Monthly,Credit Card,No,3,672.0,1,1,0,25.0,2026-05-28,672.0,,0
CUST-103056,2026-02-08,Paid Search,Mumbai,Male,41,0,Standard,Two-Year,Debit Card,Yes,1,579.0,1,1,3,14.0,2026-05-04,1737.0,,0
CUST-103057,2026-03-15,Organic Search,Surat,Male,35,0,Basic,Annual,Debit Card,No,0,209.0,1,1,2,16.0,2026-05-18,418.0,,0
CUST-103058,2024-07-14,Organic Search,Chennai,Female,35,0,Premium,Monthly,UPI,Yes,2,919.0,1,1,22,9.0,2026-05-05,20218.0,,0
CUST-103059,2025-04-27,Organic Search,Jaipur,Female,45,0,Premium,Monthly,Debit Card,Yes,1,876.0,1,1,13,19.0,2026-05-28,11388.0,,0
CUST-103060,2026-03-23,Paid Search,Chennai,Female,66,1,Basic,Two-Year,UPI,No,0,191.0,0,0,2,23.0,2026-05-12,382.0,,0
CUST-103061,2024-12-15,Paid Social,Pune,Male,59,0,Premium,Monthly,UPI,Yes,0,801.0,1,0,17,3.0,2026-05-12,13617.0,,0
CUST-103062,2024-12-05,Organic Search,Mumbai,Male,53,0,Premium,Monthly,Credit Card,No,1,872.0,1,1,0,23.0,2024-12-05,872.0,2024-12-05,1
CUST-103063,2025-09-30,Affiliate,Delhi,Male,55,0,Basic,Monthly,UPI,No,3,361.0,0,0,8,17.0,2026-05-31,2888.0,,0
CUST-103064,2025-01-25,Paid Social,Jaipur,Female,39,0,Standard,Monthly,Net Banking,Yes,3,712.0,1,0,16,26.0,2026-05-08,11392.0,,0
CUST-103065,2025-08-03,Paid Social,Kolkata,Male,46,0,Premium,Monthly,UPI,No,0,790.0,1,1,6,25.0,2026-01-30,4740.0,2026-01-30,1
CUST-103066,2025-03-19,Paid Social,Delhi,Female,40,0,Standard,Annual,UPI,Yes,0,492.0,1,1,14,18.0,2026-05-28,6888.0,,0
CUST-103067,2025-04-25,Organic Search,Delhi,Male,60,1,Basic,Annual,Credit Card,No,0,199.0,1,1,13,21.0,2026-05-05,2587.0,,0
CUST-103068,2024-09-12,Referral,Delhi,Female,69,1,Standard,Monthly,Debit Card,Yes,0,510.0,1,1,20,20.0,2026-05-24,10200.0,,0
CUST-103069,2026-01-29,Paid Social,Delhi,Male,40,0,Standard,Monthly,UPI,Yes,0,512.0,0,0,4,19.0,2026-05-12,2048.0,,0
CUST-103070,2024-08-11,Organic Search,Kolkata,Female,55,0,Standard,Monthly,Net Banking,Yes,2,641.0,1,1,12,19.0,2025-08-06,7692.0,2025-08-06,1
CUST-103071,2024-10-02,Email,Ahmedabad,Female,20,0,Basic,Annual,Credit Card,No,0,198.0,1,1,19,22.0,2026-05-12,3762.0,,0
CUST-103072,2024-11-23,Affiliate,Delhi,Female,38,0,Basic,Monthly,UPI,Yes,2,324.0,1,1,18,16.0,2026-05-04,5832.0,,0
CUST-103073,2024-12-18,Referral,Jaipur,Female,63,1,Premium,Two-Year,UPI,No,1,836.0,1,0,17,27.0,2026-05-15,14212.0,,0
CUST-103074,2024-06-04,Affiliate,Bengaluru,Female,53,0,Standard,Annual,Wallet,Yes,2,603.0,1,0,23,13.0,2026-05-08,13869.0,,0
CUST-103075,2026-04-30,Affiliate,Bengaluru,Female,45,0,Premium,Annual,Credit Card,Yes,3,978.0,1,1,1,20.0,2026-05-29,978.0,,0
CUST-103076,2025-07-26,Paid Social,Delhi,Male,29,0,Basic,Monthly,UPI,No,3,384.0,1,1,10,16.0,2026-05-02,3840.0,,0
CUST-103077,2025-05-23,Paid Search,Ahmedabad,Male,60,1,Premium,Annual,UPI,No,3,978.0,1,0,12,25.0,2026-05-10,11736.0,,0
CUST-103078,2024-09-07,Paid Search,Mumbai,Female,68,1,Basic,Monthly,Credit Card,Yes,2,327.0,1,0,20,23.0,2026-05-10,6540.0,,0
CUST-103079,2025-09-05,Organic Search,Ahmedabad,Female,38,0,Premium,Annual,UPI,Yes,2,918.0,1,1,8,25.0,2026-05-30,7344.0,,0
CUST-103080,2024-08-08,Organic Search,Ahmedabad,Male,60,1,Premium,Two-Year,UPI,No,2,915.0,1,0,21,16.0,2026-05-25,19215.0,,0
CUST-103081,2024-12-16,Organic Search,Mumbai,Male,48,0,Basic,Two-Year,Debit Card,No,3,415.0,1,0,17,34.0,2026-05-10,7055.0,,0
CUST-103082,2025-07-16,Paid Search,Delhi,Female,38,0,Basic,Annual,Net Banking,No,1,255.0,1,0,10,27.0,2026-05-05,2550.0,,0
CUST-103083,2026-05-18,Referral,Ahmedabad,Male,35,0,Premium,Annual,UPI,No,1,874.0,1,1,0,21.0,2026-05-03,874.0,,0
CUST-103084,2025-08-07,Referral,Jaipur,Female,44,0,Standard,Monthly,UPI,Yes,1,539.0,1,1,9,15.0,2026-05-03,4851.0,,0
CUST-103085,2025-05-15,Paid Social,Ahmedabad,Female,39,0,Standard,Monthly,UPI,Yes,3,681.0,1,1,5,11.0,2025-10-12,3405.0,2025-10-12,1
CUST-103086,2025-09-25,Organic Search,Delhi,Male,50,0,Basic,Annual,Wallet,No,0,189.0,1,1,8,22.0,2026-05-20,1512.0,,0
CUST-103087,2025-11-17,Paid Social,Kolkata,Male,25,0,Premium,Two-Year,Credit Card,Yes,0,829.0,1,1,6,15.0,2026-05-29,4974.0,,0
CUST-103088,2025-06-03,Paid Search,Ahmedabad,Male,42,0,Standard,Two-Year,UPI,No,1,551.0,1,1,11,26.0,2026-05-07,6061.0,,0
CUST-103089,2025-02-03,Affiliate,Bengaluru,Male,56,0,Basic,Two-Year,Debit Card,Yes,1,259.0,1,1,15,27.0,2026-05-16,3885.0,,0
CUST-103090,2026-03-07,Affiliate,Chennai,Female,61,1,Standard,Monthly,Credit Card,No,2,607.0,1,1,1,14.0,2026-04-06,607.0,2026-04-06,1
CUST-103091,2025-01-09,Affiliate,Bengaluru,Female,32,0,Basic,Annual,UPI,Yes,0,186.0,1,0,16,16.0,2026-05-02,2976.0,,0
CUST-103092,2024-08-31,Affiliate,Mumbai,Female,49,0,Premium,Annual,Wallet,No,0,798.0,1,0,21,13.0,2026-05-30,16758.0,,0
CUST-103093,2024-12-31,Email,Hyderabad,Male,33,0,Premium,Monthly,UPI,Yes,3,984.0,1,1,17,31.0,2026-05-29,16728.0,,0
CUST-103094,2025-12-26,Paid Social,Hyderabad,Female,59,0,Basic,Monthly,Credit Card,No,2,335.0,1,0,5,14.0,2026-05-02,1675.0,,0
CUST-103095,2024-07-26,Organic Search,Delhi,Male,36,0,Basic,Annual,Debit Card,No,1,250.0,1,1,22,24.0,2026-05-29,5500.0,,0
CUST-103096,2025-03-27,Organic Search,Ahmedabad,Female,53,0,Basic,Monthly,Credit Card,Yes,3,370.0,1,1,14,23.0,2026-05-08,5180.0,,0
CUST-103097,2024-06-30,Paid Social,Ahmedabad,Male,40,0,Basic,Annual,UPI,Yes,0,218.0,1,0,23,27.0,2026-05-17,5014.0,,0
CUST-103098,2026-03-21,Organic Search,Chennai,Female,31,0,Premium,Two-Year,Debit Card,No,2,943.0,1,1,2,17.0,2026-05-27,1886.0,,0
CUST-103099,2025-01-28,Organic Search,Delhi,Female,47,0,Standard,Annual,Debit Card,Yes,0,498.0,1,0,16,9.0,2026-05-02,7968.0,,0
CUST-103100,2024-11-18,Email,Mumbai,Male,50,0,Basic,Monthly,Net Banking,No,2,326.0,1,1,18,8.0,2026-05-16,5868.0,,0
